id,Name,Claimed,Address,zipcode,Website,Reviews,Rating,Price_Range,Categories,URL
768,P.F. Chang’s,Yes,"1415 15th St, Denver, CO, 80202",80202,pfchangs.com,146,3,$$,"Chinese,
                    Asian Fusion,
                    Gluten-Free",https://www.yelp.com/biz/p-f-changs-denver-2
767,Tony P’s Bar & Pizzeria,Yes,"2400 W 32nd Ave, Denver, CO, 80211",80211,tonypspizza.com,447,3.5,$$,"Italian,
                    Pizza,
                    Venues & Event Spaces",https://www.yelp.com/biz/tony-ps-bar-and-pizzeria-denver-3
766,Salt & Grinder,Yes,"3609 W 32nd Ave, Denver, CO, 80211",80211,saltandgrinder.com,143,3.5,$$,Delis,https://www.yelp.com/biz/salt-and-grinder-denver
765,Breckenridge Brewery Mountain House Restaurant,Yes,"1000 Chopper Cir, Denver, CO, 80204",80204,pepsicenter.com,109,3,$$,"Sports Bars,
                    American (New)",https://www.yelp.com/biz/breckenridge-brewery-mountain-house-restaurant-denver
764,Thai Basil,Yes,"1422 E 18th Ave, Denver, CO, 80218",80218,,201,3,$$,Thai,https://www.yelp.com/biz/thai-basil-denver-2
763,La Popular,Yes,"2033 Lawrence St, Denver, CO, 80205",80205,lapopulartamales.com,76,4,$,Mexican,https://www.yelp.com/biz/la-popular-denver
762,Cebiche Highlands,Yes,"2257 W 32nd Ave, Denver, CO, 80211",80211,cebichehighlands.com,190,3.5,$$,"Latin American,
                    Peruvian",https://www.yelp.com/biz/cebiche-highlands-denver-2
761,Tavern Lowry,Yes,"7401 E 1st Ave, Denver, CO, 80230",80230,tavernhg.com/lowry,221,3,$$,"American (Traditional),
                    Sports Bars",https://www.yelp.com/biz/tavern-lowry-denver-2
760,Barricuda’s,Yes,"1076 Ogden St, Denver, CO, 80218",80218,barricudasdenver.com,201,3.5,$$,"Bars,
                    American (New),
                    Karaoke",https://www.yelp.com/biz/barricudas-denver-3
759,Tammen’s Fish Market,Yes,"2669 Larimer St, Denver, CO, 80205",80205,denvercentralmarket.com,13,4,$$,"Seafood,
                    Food Court",https://www.yelp.com/biz/tammens-fish-market-denver
758,Ste. Ellie,Yes,"1553 Platte St, Denver, CO, 80202",80202,saintellie.com,112,4.5,$$,"Cocktail Bars,
                    American (New)",https://www.yelp.com/biz/ste-ellie-denver
757,Café Mercato,Yes,"7561 E Academy Blvd, Denver, CO, 80230",80230,cafemercato.com,136,3.5,$$,Italian,https://www.yelp.com/biz/caf%C3%A9-mercato-denver-2
756,Morin,Yes,"1600 15th St, Denver, CO, 80202",80202,morindenver.com,53,4,$$$,French,https://www.yelp.com/biz/morin-denver
755,The Sportsbook Bar & Grill Wash Park,Yes,"266B S Downing St, Denver, CO, 80209",80209,thesbbar.com,14,4,$,"Sports Bars,
                    American (Traditional),
                    Chicken Wings",https://www.yelp.com/biz/the-sportsbook-bar-and-grill-wash-park-denver
754,Pizza Republica,Yes,"890 14th St, Denver, CO, 80202",80202,pizzarepublica.com,343,3.5,$$,"Pizza,
                    Italian,
                    Wine Bars",https://www.yelp.com/biz/pizza-republica-denver
753,Mac N Noodles,Yes,"Denver, CO, 80123",80123,macnnoodles.com,25,4,$$,"American (Traditional),
                    Food Trucks,
                    Noodles",https://www.yelp.com/biz/mac-n-noodles-denver-2
752,Masterpiece Delicatessen,Yes,"1575 Central St, Denver, CO, 80211",80211,masterpiecedeli.com,506,4,$$,"Delis,
                    Sandwiches",https://www.yelp.com/biz/masterpiece-delicatessen-denver-2
751,Oskar Blues Grill & Brew,Yes,"1601 Market St, Denver, CO, 80202",80202,,1,5,$$,American (Traditional),https://www.yelp.com/biz/oskar-blues-grill-and-brew-denver-2
750,Rodizio Grill - Denver,Yes,"1801 Wynkoop St, Denver, CO, 80202",80202,rodiziogrill.com,422,3.5,$$$,"Steakhouses,
                    Brazilian,
                    Buffets",https://www.yelp.com/biz/rodizio-grill-denver-denver
749,Prosperoats,Yes,"2550 15th St, Denver, CO, 80211",80211,prosperoats.com,195,4.5,$,"Breakfast & Brunch,
                    Juice Bars & Smoothies,
                    Acai Bowls",https://www.yelp.com/biz/prosperoats-denver-2
748,Firenze a Tavola,Yes,"4401 Tennyson St, Denver, CO, 80212",80212,parisidenver.com/firenzeatavo…,107,4,$$,Italian,https://www.yelp.com/biz/firenze-a-tavola-denver
747,Los Chingones Stapleton,Yes,"10155 E 29th Dr, Ste 110, Denver, CO, 80238",80238,loschingonesmexican.com,109,4,$$,Mexican,https://www.yelp.com/biz/los-chingones-stapleton-denver
746,Gaijin,Yes,"3501 Wazee St, Denver, CO, 80216",80216,,13,3.5,$$,Ramen,https://www.yelp.com/biz/gaijin-denver
745,Snarf’s Sandwiches,Yes,"891 14th St, Ste 160, Denver, CO, 80202",80202,eatsnarfs.com,178,4,$,Sandwiches,https://www.yelp.com/biz/snarfs-sandwiches-denver-7
744,Blackbird Public House,Yes,"305 S Downing St, Denver, CO, 80209",80209,blackbirdpublichouse.com,404,3,$$,"American (Traditional),
                    Pizza,
                    Cocktail Bars",https://www.yelp.com/biz/blackbird-public-house-denver-2
743,Asada Rico,Yes,"16th St & Stout St, Denver, CO, 80202",80202,asadarico.com,112,4.5,$,Food Stands,https://www.yelp.com/biz/asada-rico-denver-2
742,Menya - Capital Hill,Yes,"600 E Colfax Ave, Denver, CO, 80203",80203,menyacolorado.com,54,3.5,$$,"Ramen,
                    Poke,
                    Izakaya",https://www.yelp.com/biz/menya-capital-hill-denver-2
741,ViewHouse Ballpark,Yes,"2015 Market St, Denver, CO, 80205",80205,viewhouse.com,1133,3,$$,"Bars,
                    Breakfast & Brunch,
                    American (Traditional)",https://www.yelp.com/biz/viewhouse-ballpark-denver
740,20th Street Café,Yes,"1123 20th St, Denver, CO, 80202",80202,,171,4,$,Diners,https://www.yelp.com/biz/20th-street-caf%C3%A9-denver-2
739,The Owl Saloon,Yes,"5026 E Colfax Ave, Denver, CO, 80220",80220,theowlsaloon.com,27,4.5,$,"Bars,
                    Pizza,
                    Sandwiches",https://www.yelp.com/biz/the-owl-saloon-denver
738,Zoes Kitchen,Yes,"1920 17th St, Ste C, Denver, CO, 80202",80202,zoeskitchen.com,52,4,$,"Mediterranean,
                    Greek,
                    Sandwiches",https://www.yelp.com/biz/zoes-kitchen-denver-7
737,Meadow Lark Farm Dinners,Yes,"Denver, CO, 80203",80203,farmdinners.com,6,5,$$$$,Italian,https://www.yelp.com/biz/meadow-lark-farm-dinners-denver
736,Alaskan Salmon Company,Yes,"4300 E Colfax Ave, Denver, CO, 80220",80220,alaskansalmon.com,3,5,$,Seafood,https://www.yelp.com/biz/alaskan-salmon-company-denver
735,Thai Pan,Yes,"4085 E Mississippi Ave, Denver, CO, 80246",80246,,202,4,$,Thai,https://www.yelp.com/biz/thai-pan-denver
734,Empress Seafood Restaurant,Yes,"2825 W Alameda Ave, Denver, CO, 80219",80219,empressdimsum.com,184,3.5,$$,"Dim Sum,
                    Seafood",https://www.yelp.com/biz/empress-seafood-restaurant-denver
733,Sexy Pizza,Yes,"1579 S Pearl St, Denver, CO, 80210",80210,sexypizzaonline.com,317,3.5,$,"Pizza,
                    Beer Bar",https://www.yelp.com/biz/sexy-pizza-denver-2
732,Sushi-Rama,Yes,"2615 Larimer St, Denver, CO, 80205",80205,sushi-rama.com/sushi-restaura…,159,3.5,$$,"Sushi Bars,
                    Conveyor Belt Sushi",https://www.yelp.com/biz/sushi-rama-denver
731,Luca,Yes,"711 Grant St, Denver, CO, 80203",80203,lucadenver.com,237,3.5,$$$,"Italian,
                    Wine Bars",https://www.yelp.com/biz/luca-denver-2
730,Dougherty’s Neighborhood Pub,Yes,"5 E Ellsworth Ave, Denver, CO, 80209",80209,doughertysneighborhoodpub.com,144,4,$$,"Irish,
                    Irish Pub",https://www.yelp.com/biz/doughertys-neighborhood-pub-denver
729,El Taco Veloz,Yes,"5145 Federal Blvd, Denver, CO, 80221",80221,el-taco-veloz.business.site,110,4,$,Mexican,https://www.yelp.com/biz/el-taco-veloz-denver-2
728,Kuni Denver,Yes,"2752 Welton St, Denver, CO, 80205",80205,kunisushidenver.com,27,4,$$,Sushi Bars,https://www.yelp.com/biz/kuni-denver-denver
727,Churchill Bar,Yes,"321 17th St, The Brown Palace, Denver, CO, 80202",80202,brownpalace.com/dining/cockta…,74,4,$$,"American (Traditional),
                    Sandwiches,
                    Cocktail Bars",https://www.yelp.com/biz/churchill-bar-denver-5
726,Forest Room 5,Yes,"2532 15th St, Denver, CO, 80211",80211,forestroom5.com,623,3,$$,"Tapas Bars,
                    Lounges",https://www.yelp.com/biz/forest-room-5-denver
725,Degree Metropolitan Food + Drink,Yes,"1190 Auraria Pkwy, Ste B, Denver, CO, 80204",80204,degreerestaurant.com,66,4,$$,"American (New),
                    Cocktail Bars",https://www.yelp.com/biz/degree-metropolitan-food-drink-denver
724,Tavern Uptown,Yes,"538 E 17th Ave, Denver, CO, 80203",80203,tavernhg.com/uptown,234,3.5,$$,"Sports Bars,
                    American (Traditional)",https://www.yelp.com/biz/tavern-uptown-denver-2
723,Bon Ami,Yes,"295 S Pennsylvania St, Denver, CO, 80209",80209,bonamidenver.com,58,4.5,$$,"Creperies,
                    French",https://www.yelp.com/biz/bon-ami-denver
722,KT’s BBQ,Yes,"4030 Colorado Blvd, Denver, CO, 80216",80216,ktsbbq.com,87,3.5,$,Barbeque,https://www.yelp.com/biz/kts-bbq-denver
721,Camila’s Mexican Grill,Yes,"2701 Larimer St, Denver, CO, 80205",80205,,5,4,,"Tacos,
                    Street Vendors",https://www.yelp.com/biz/camilas-mexican-grill-denver-2
720,1515 Restaurant,Yes,"1515 Market St, Denver, CO, 80202",80202,1515restaurant.com,317,3.5,$$$,"American (New),
                    Steakhouses,
                    Seafood",https://www.yelp.com/biz/1515-restaurant-denver
719,Sushi Kai,Yes,"682 S Colorado Blvd, Glendale, CO, 80246",80246,sushikai.co,7,4.5,$$,"Conveyor Belt Sushi,
                    Sushi Bars",https://www.yelp.com/biz/sushi-kai-glendale-3
718,Home Made Food,Yes,"970 S Oneida St, Denver, CO, 80224",80224,homemadefooddenver.com,2,4,$$,Russian,https://www.yelp.com/biz/home-made-food-denver
717,Illegal Pete’s - South Broadway,Yes,"270 S Broadway, Denver, CO, 80209",80209,illegalpetes.com,284,4,$$,"Bars,
                    Mexican,
                    Breakfast & Brunch",https://www.yelp.com/biz/illegal-petes-south-broadway-denver
716,Tea Street,Yes,"4090 E Mississippi Ave, Denver, CO, 80246",80246,teastreetdenver.com,72,5,$,"Tea Rooms,
                    Bubble Tea,
                    Taiwanese",https://www.yelp.com/biz/tea-street-denver-2
715,Tom’s Diner,Yes,"601 E Colfax Ave, Denver, CO, 80203",80203,,345,3,$,"Diners,
                    Breakfast & Brunch",https://www.yelp.com/biz/toms-diner-denver
714,Morton’s The Steakhouse,Yes,"1745 Wazee St, Denver, CO, 80202",80202,mortons.com,178,3.5,$$$$,"Steakhouses,
                    American (Traditional),
                    Bars",https://www.yelp.com/biz/mortons-the-steakhouse-denver-2
713,Sexy Pizza,Yes,"2460 Eliot St, Denver, CO, 80211",80211,sexy.pizza,175,3,$$,"Pizza,
                    Italian",https://www.yelp.com/biz/sexy-pizza-denver-3
712,La Fogata Mexican Restaurant,Yes,"5670 E Evans Ave, Denver, CO, 80222",80222,la-fogata.com,254,3.5,$$,Mexican,https://www.yelp.com/biz/la-fogata-mexican-restaurant-denver-2
711,Goombas Pizza Grinder Colfax,Yes,"2934 E Colfax Ave, Denver, CO, 80206",80206,GoombasPizzaGrinder.com,20,4.5,$$,Pizza,https://www.yelp.com/biz/goombas-pizza-grinder-colfax-denver
710,Tacos Jalisco,Yes,"4309 W 38th Ave, Denver, CO, 80212",80212,originaltacosjalisco.net,291,4,$$,Mexican,https://www.yelp.com/biz/tacos-jalisco-denver
709,Moontime Crepes,Yes,"Denver, CO, 80205",80205,moontimecrepes.com,59,5,$,"Creperies,
                    Food Stands",https://www.yelp.com/biz/moontime-crepes-denver
708,Rendezvous Cafe,Yes,"History Colorado Centre, 1200 Broadway, Denver, CO, 80203",80203,,19,4,$,Cafes,https://www.yelp.com/biz/rendezvous-cafe-denver
707,Patzcuaro’s,Yes,"2616 W 32nd Ave, Denver, CO, 80211",80211,patzcuaros.com,378,4,$$,"Mexican,
                    Bars,
                    Seafood",https://www.yelp.com/biz/patzcuaros-denver
706,Palenque Mezcaleria,Yes,"13 E Louisiana, Denver, CO, 80210",80210,palenquemezcaleria.com,81,4,$$,"Cocktail Bars,
                    Mexican",https://www.yelp.com/biz/palenque-mezcaleria-denver-3
705,Yum Yum Spice,Yes,"2039 S University Blvd, Denver, CO, 80210",80210,,78,3.5,$$,Chinese,https://www.yelp.com/biz/yum-yum-spice-denver-2
704,Mint Indian Restaurant & Lounge,Yes,"1531 Stout St, Ste 130, Denver, CO, 80202",80202,MintIndiandenver.com,232,4,$$,"Indian,
                    Vegetarian,
                    Sports Bars",https://www.yelp.com/biz/mint-indian-restaurant-and-lounge-denver
703,Rise & Shine,Yes,"76 S Pennsylvania St, Denver, CO, 80209",80209,riseandshinedenver.com,22,4.5,$$,Breakfast & Brunch,https://www.yelp.com/biz/rise-and-shine-denver-4
702,The Fresh Fish Company,Yes,"7800 E Hampden Ave, Denver, CO, 80231",80231,thefreshfishco.com,426,3.5,$$,Seafood,https://www.yelp.com/biz/fresh-fish-company-denver-2
701,Taquitos Jalisco,Yes,"3300 N Downing St, Denver, CO, 80205",80205,,6,4.5,$,"Food Trucks,
                    Mexican",https://www.yelp.com/biz/taquitos-jalisco-denver
700,Thai Bao Vietnamese Restaurant,Yes,"5115 Federal Blvd, Denver, CO, 80221",80221,,139,4,$,Vietnamese,https://www.yelp.com/biz/thai-bao-vietnamese-restaurant-denver
699,Seoul Korean BBQ & Hot Pot,Yes,"2080 S Havana St, Aurora, CO, 80014",80014,seoulkoreanbbq.com,611,4,$$,"Korean,
                    Barbeque,
                    Sushi Bars",https://www.yelp.com/biz/seoul-korean-bbq-and-hot-pot-aurora
698,Sushi Sasa,Yes,"2401 15th St, Ste 80, Denver, CO, 80202",80202,sushisasa.com,738,4,$$$,"Sushi Bars,
                    Japanese",https://www.yelp.com/biz/sushi-sasa-denver
697,The Universal,Yes,"2911 W 38th Ave, Denver, CO, 80211",80211,theuniversaldenver.com,568,4,$$,Breakfast & Brunch,https://www.yelp.com/biz/the-universal-denver
696,Jack’s Uptown Grille,Yes,"1600 East 17th Ave, Denver, CO, 80218",80218,jacksuptowngrille.com,89,4,$$,"American (New),
                    Bars,
                    Breakfast & Brunch",https://www.yelp.com/biz/jacks-uptown-grille-denver-2
695,Pho 555,Yes,"1098 S Federal Blvd, Denver, CO, 80219",80219,,133,4,$,Vietnamese,https://www.yelp.com/biz/pho-555-denver
694,Swift’s Kitchen,Yes,"4300 W Colfax Ave, Denver, CO, 80204",80204,,38,4,$,American (Traditional),https://www.yelp.com/biz/swifts-kitchen-denver
693,Mile High City Sliders,Yes,"Denver, CO, 80206",80206,milehighcitysliders.com,27,4.5,$,"Food Trucks,
                    American (Traditional),
                    Cajun/Creole",https://www.yelp.com/biz/mile-high-city-sliders-denver-5
692,Kenji Sushi,Yes,"1422 E 18th Ave, Denver, CO, 80218",80218,kenjisushidenver.com,53,4.5,$$,Sushi Bars,https://www.yelp.com/biz/kenji-sushi-denver
691,Dos Abuelas,Yes,"2927 Larimer St, Denver, CO, 80205",80205,dosabuelas.com,10,3.5,$$,"Food Trucks,
                    Puerto Rican,
                    Tapas/Small Plates",https://www.yelp.com/biz/dos-abuelas-denver-3
690,Carmine’s On Penn,Yes,"92 S Pennsylvania St, Denver, CO, 80209",80209,carminescolorado.com,305,3.5,$$,"Italian,
                    Desserts,
                    Salad",https://www.yelp.com/biz/carmines-on-penn-denver
689,Roo Bar,Yes,"3480 Park Ave W, Denver, CO, 80216",80216,roobardenver.com,123,3.5,$$,"Bars,
                    Chicken Wings",https://www.yelp.com/biz/roo-bar-denver
688,WongWayVeg,Yes,"Denver, CO, 80202",80202,wongwayveg.com,63,5,$,"Food Trucks,
                    Vegan,
                    Vegetarian",https://www.yelp.com/biz/wongwayveg-denver
687,Hashtag Restaurant,Yes,"10155 E 29th Dr, Ste 120, Denver, CO, 80238",80238,hashtag-restaurant.com,348,4,$$,Breakfast & Brunch,https://www.yelp.com/biz/hashtag-restaurant-denver
686,Kinga’s Lounge,Yes,"1509 Marion St, Denver, CO, 80218",80218,kingaslounge.com,232,3.5,$$,"Lounges,
                    Polish",https://www.yelp.com/biz/kingas-lounge-denver
685,ViVi Pho,Yes,"780 S Colorado Blvd, Unit B, Glendale, CO, 80246",80246,vivipho.com,192,4.5,$,"Vietnamese,
                    Bubble Tea,
                    Noodles",https://www.yelp.com/biz/vivi-pho-glendale
684,Poke Moke,Yes,"3003 E 3rd Ave, Ste C, Denver, CO, 80206",80206,pokemoke.menufy.com,3,4.5,$,"Poke,
                    Hawaiian,
                    Seafood",https://www.yelp.com/biz/poke-moke-denver
683,Sunny’s,Yes,"2339 W 44th Ave, Denver, CO, 80211",80211,sunnysbreakfast.com,304,4.5,$$,Breakfast & Brunch,https://www.yelp.com/biz/sunnys-denver
682,Dog Haus Biergarten,Yes,"8316 Northfield Blvd, Ste 1610, Denver, CO, 80238",80238,doghaus.com,98,4,$,"Burgers,
                    Hot Dogs,
                    Bars",https://www.yelp.com/biz/dog-haus-biergarten-denver-2
681,The Waffle Place,Yes,"1384 S Broadway, Denver, CO, 80210",80210,,14,4.5,$$,"Breakfast & Brunch,
                    Waffles",https://www.yelp.com/biz/the-waffle-place-denver
680,Your Deli,Yes,"7036 E Colfax Ave, Denver, CO, 80220",80220,,27,4.5,$,"Puerto Rican,
                    Delis,
                    Bagels",https://www.yelp.com/biz/your-deli-denver
679,El Noa Noa Mexican Restaurant,Yes,"722 Santa Fe Dr, Denver, CO, 80204",80204,denvermexicanrestaurants.net,252,3.5,$$,"Mexican,
                    Desserts,
                    Seafood",https://www.yelp.com/biz/el-noa-noa-mexican-restaurant-denver-3
678,Denver Ted’s,Yes,"2020 Lawrence St, Unit A, Denver, CO, 80205",80205,denverteds.com,81,4,$$,Cheesesteaks,https://www.yelp.com/biz/denver-teds-denver-2
677,Racines Restaurant,Yes,"650 Sherman St, Denver, CO, 80203",80203,racinesrestaurant.com,575,4,$$,"American (Traditional),
                    Salad,
                    Breakfast & Brunch",https://www.yelp.com/biz/racines-restaurant-denver-2
676,EDGE Restaurant and Bar,Yes,"1111 14th St, Four Seasons Hotel Denver, Denver, CO, 80202",80202,edgerestaurantdenver.com,339,4,$$$,"Steakhouses,
                    Bars,
                    Breakfast & Brunch",https://www.yelp.com/biz/edge-restaurant-and-bar-denver
675,ELWAY’S Downtown,Yes,"1881 Curtis St, Denver, CO, 80202",80202,ritzcarlton.com/en/hotels/col…,501,3.5,$$$,"Steakhouses,
                    American (New),
                    Seafood",https://www.yelp.com/biz/elways-downtown-denver-6
674,Revelry Kitchen,Yes,"4140 W 38th Ave, Denver, CO, 80212",80212,revelrydenver.com,285,4,$$,"Breakfast & Brunch,
                    American (Traditional)",https://www.yelp.com/biz/revelry-kitchen-denver
673,Gaetano’s,Yes,"3760 Tejon St, Denver, CO, 80211",80211,gaetanositalian.com,498,3.5,$$,"Italian,
                    Bars,
                    Breakfast & Brunch",https://www.yelp.com/biz/gaetanos-denver
672,Baghdad Restaurant,Yes,"2410 S Colorado Blvd, Denver, CO, 80222",80222,denverbaghdad.com,18,4.5,$,"Middle Eastern,
                    Mediterranean",https://www.yelp.com/biz/baghdad-restaurant-denver-3
671,The Ramen House,Yes,"2076 S University Blvd, Denver, CO, 80210",80210,,121,3.5,$$,Ramen,https://www.yelp.com/biz/the-ramen-house-denver-2
670,Torchy’s Tacos,Yes,"8281 E Northfield Blvd, Denver, CO, 80238",80238,torchystacos.com,314,3.5,$$,"Breakfast & Brunch,
                    Tacos",https://www.yelp.com/biz/torchys-tacos-denver-2
669,Poke303,Yes,"1660 Lincoln St, Ste 102, Denver, CO, 80264",80264,,33,4,$$,"Poke,
                    Hawaiian",https://www.yelp.com/biz/poke303-denver-2
668,The Lumber Baron Inn & Gardens,Yes,"2555 W 37th Ave, Denver, CO, 80211",80211,lumberbaron.com,87,4,$$,"Bed & Breakfast,
                    Venues & Event Spaces,
                    Breakfast & Brunch",https://www.yelp.com/biz/the-lumber-baron-inn-and-gardens-denver
667,Oasis Mexican Grill,Yes,"113 16th St, Denver, CO, 80202",80202,,16,4.5,$,"Mexican,
                    Food Stands",https://www.yelp.com/biz/oasis-mexican-grill-denver
666,Brothers BBQ,Yes,"568 N Washington St, Denver, CO, 80203",80203,brothers-bbq.com,135,3.5,$$,"Barbeque,
                    Southern",https://www.yelp.com/biz/brothers-bbq-denver-5
665,TacoMex 1,Yes,"7840 E Colfax Ave, Denver, CO, 80220",80220,,175,4,$,Mexican,https://www.yelp.com/biz/tacomex-1-denver
664,Charcoal Bistro,Yes,"1028 S Gaylord St, Denver, CO, 80209",80209,charcoalbistro.com,118,4,$$,"American (New),
                    Seafood,
                    Desserts",https://www.yelp.com/biz/charcoal-bistro-denver-6
663,Tony Pho Vietnamese Restaurant,Yes,"1002 S Federal Blvd, Denver, CO, 80219",80219,tonypho.com,107,4,$,"Vietnamese,
                    Noodles",https://www.yelp.com/biz/tony-pho-vietnamese-restaurant-denver-2
662,Santiago’s,Yes,"571 Santa Fe Dr, Denver, CO, 80204",80204,eatatsantiagos.com,133,3.5,$,Mexican,https://www.yelp.com/biz/santiagos-denver
661,Red Rooster Cafe,Yes,"5761 Washington St, Denver, CO, 80216",80216,,156,4,$,"Diners,
                    Breakfast & Brunch,
                    Cafes",https://www.yelp.com/biz/red-rooster-cafe-denver
660,Lancer’s Diner,Yes,"2991 W Evans Ave, Denver, CO, 80219",80219,,86,4.5,$,"Diners,
                    Breakfast & Brunch,
                    American (Traditional)",https://www.yelp.com/biz/lancers-diner-denver
659,bd’s Mongolian Grill - Denver,Yes,"1620 Wazee St, Denver, CO, 80202",80202,gomongo.com,396,3.5,$$,Mongolian,https://www.yelp.com/biz/bds-mongolian-grill-denver-denver
658,Parsley,Yes,"303 W 11th Ave, Denver, CO, 80204",80204,parsleyandbailey.com,270,4,$$,"Juice Bars & Smoothies,
                    Vegetarian,
                    Soup",https://www.yelp.com/biz/parsley-denver
657,Chop Shop Casual Urban Eatery Lowry,Yes,"200 Quebec St, Denver, CO, 80230",80230,coloradochopshop.com/lowry,118,4,$$,"American (New),
                    Burgers",https://www.yelp.com/biz/chop-shop-casual-urban-eatery-lowry-denver-3
656,Happy Cafe,Yes,"945 S Federal Blvd, Denver, CO, 80219",80219,happy-cafe-chinese-restaurant…,8,4.5,$,Chinese,https://www.yelp.com/biz/happy-cafe-denver
655,Pho OK,Yes,"890 S Monaco Pkwy, Unit 8, Denver, CO, 80224",80224,pho-okdenver.com,216,4,$,"Vegetarian,
                    Soup,
                    Noodles",https://www.yelp.com/biz/pho-ok-denver-3
654,The Egg Shell,Yes,"950 17th St, Denver, CO, 80202",80202,theeggshell.com,210,4,$$,"Breakfast & Brunch,
                    Cafes",https://www.yelp.com/biz/the-egg-shell-denver-2
653,National Restaurant,Yes,"909 S Oneida St, Ste 1b, Denver, CO, 80224",80224,,4,4.5,$$,Russian,https://www.yelp.com/biz/national-restaurant-denver
652,Poppies Restaurant,Yes,"2334 S Colorado Blvd, Denver, CO, 80222",80222,poppiesrestaurantdenver.com,136,3.5,$$,American (Traditional),https://www.yelp.com/biz/poppies-restaurant-denver
651,Miyabi Jr,Yes,"7400 E Hampden Ave, Ste C6, Denver, CO, 80231",80231,miyabijrex.com,171,4,$$,"Japanese,
                    Sushi Bars",https://www.yelp.com/biz/miyabi-jr-denver-2
650,Wyman’s No 5,Yes,"2033 E 13th Ave, Denver, CO, 80206",80206,wymansno5.com,260,3.5,$$,"Sports Bars,
                    Pizza",https://www.yelp.com/biz/wymans-no-5-denver
649,Hamburghini,Yes,"Denver, CO, 80219",80219,hamburghini.net,74,4,$$,"Food Trucks,
                    Burgers",https://www.yelp.com/biz/hamburghini-denver
648,Los Cabos Peruvian Cuisine,Yes,"1525 Champa St, Denver, CO, 80202",80202,loscabosii.com,217,3.5,$$,Peruvian,https://www.yelp.com/biz/los-cabos-peruvian-cuisine-denver
647,Brider,Yes,"1644 Platte St, Denver, CO, 80202",80202,denverbrider.com,372,4.5,$$,"American (New),
                    Breakfast & Brunch,
                    Sandwiches",https://www.yelp.com/biz/brider-denver
646,Green Seed Market,Yes,"2669 Larimer St, Denver, CO, 80205",80205,greenseedmarket.com,46,4.5,$,"Salad,
                    Juice Bars & Smoothies,
                    Acai Bowls",https://www.yelp.com/biz/green-seed-market-denver
645,Stanley Marketplace,Yes,"2501 Dallas St, Aurora, CO, 80010",80010,stanleymarketplace.com,308,4.5,$$,"Food Court,
                    Shopping Centers",https://www.yelp.com/biz/stanley-marketplace-aurora
644,Yard House,Yes,"1555 Court Pl, Denver, CO, 80202",80202,YardHouse.com,964,3.5,$$,"American (New),
                    Vegetarian,
                    Bars",https://www.yelp.com/biz/yard-house-denver-3
643,Crown Burgers,Yes,"2192 S Colorado Blvd, Denver, CO, 80222",80222,crownburgers.org,226,4,$,"Burgers,
                    American (Traditional)",https://www.yelp.com/biz/crown-burgers-denver
642,Menya - Lohi,Yes,"1590 Little Raven St, Ste 170, Denver, CO, 80202",80202,menyacolorado.com,95,4,$$,"Ramen,
                    Poke,
                    Noodles",https://www.yelp.com/biz/menya-lohi-denver-2
641,Whittier Cafe,Yes,"1710 E 25th Ave, Denver, CO, 80205",80205,whittiercafe.com,74,4.5,$,"Coffee & Tea,
                    Breakfast & Brunch,
                    Sandwiches",https://www.yelp.com/biz/whittier-cafe-denver-2
640,Corinne,Yes,"1455 California St, Denver, CO, 80202",80202,corinnerestaurant.com,224,4,$$,"American (New),
                    Bars,
                    Breakfast & Brunch",https://www.yelp.com/biz/corinne-denver
639,The Walnut Room,Yes,"3131 Walnut St, Denver, CO, 80205",80205,thewalnutroom.com,234,3.5,$$,"Pizza,
                    Music Venues,
                    Bars",https://www.yelp.com/biz/the-walnut-room-denver
638,Birdcall,Yes,"1701 Wewatta St, Whole Foods Market, Denver, CO, 80202",80202,eatbirdcall.com,88,4,$,"Chicken Shop,
                    Breakfast & Brunch,
                    Sandwiches",https://www.yelp.com/biz/birdcall-denver-2
637,SubCulture,Yes,"1300 Pennsylvania St, Ste 101, Denver, CO, 80203",80203,thisissubculture.com,266,4,$,"Sandwiches,
                    Delis,
                    Salad",https://www.yelp.com/biz/subculture-denver-2
636,Los Parceros,Yes,"5922 E Colfax Ave, Denver, CO, 80220",80220,,80,3.5,$$,Colombian,https://www.yelp.com/biz/los-parceros-denver
635,Enzo’s End Pizzeria,Yes,"3424 E Colfax Ave, Denver, CO, 80206",80206,enzosend.com,192,4,$$,Pizza,https://www.yelp.com/biz/enzos-end-pizzeria-denver
634,Marczyk Fine Foods,Yes,"770 E 17th Ave, Denver, CO, 80203",80203,marczykfinefoods.com,303,4,$$,"Meat Shops,
                    Delis,
                    Grocery",https://www.yelp.com/biz/marczyk-fine-foods-denver
633,Rise & Shine Biscuit Kitchen and Cafe,Yes,"5126 W 29th Ave, Denver, CO, 80212",80212,riseandshinedenver.com,228,4.5,$,Breakfast & Brunch,https://www.yelp.com/biz/rise-and-shine-biscuit-kitchen-and-cafe-denver-3
632,Modern Market Eatery,Yes,"900 16th St, Denver, CO, 80202",80202,modernmarket.com,495,4,$,"Breakfast & Brunch,
                    Salad,
                    Sandwiches",https://www.yelp.com/biz/modern-market-eatery-denver
